idx,attr_a,attr_b,attr_c
1547,1,d,no
1548,5,d,no
1549,1,a,yes
1550,1,c,yes
1551,1,d,no
1552,5,a,no
1553,1,d,yes
1554,1,a,yes
1555,4,a,no
1556,4,a,yes
1557,1,d,no
1558,3,d,yes
1559,1,d,no
1560,5,d,yes
1561,1,c,no
1562,1,d,yes
1563,3,c,yes
1564,1,d,yes
1565,1,a,no
1566,1,b,no
1567,4,c,no
1568,1,c,no
1569,1,a,no
1570,4,c,yes
1571,1,b,yes
1572,1,d,yes
1573,5,d,no
1574,3,c,yes
1575,1,a,yes
1576,4,b,yes
1577,5,d,yes
1578,5,d,yes
1579,1,a,no
1580,1,d,no
1581,1,a,yes
1582,5,c,no
1583,2,d,yes
1584,4,c,no
1585,1,c,yes
1586,5,d,no
1587,1,b,yes
1588,1,b,yes
1589,5,d,yes
1590,1,d,no
1591,5,d,no
1592,5,c,yes
1593,5,b,no
1594,1,c,yes
1595,1,b,yes
1596,1,d,yes
1597,5,c,yes
1598,3,d,no
1599,1,c,yes
1600,5,c,no
1601,2,d,yes
1602,4,a,no
1603,5,d,yes
1604,1,d,no
1605,3,d,no
1606,1,c,yes
1607,3,c,yes
1608,1,c,no
1609,5,c,yes
1610,2,a,yes
1611,5,c,no
1612,1,c,no
1613,1,d,no
1614,1,a,no
1615,1,d,yes
1616,5,c,yes
1617,4,c,yes
1618,5,c,yes
1619,4,c,yes
1620,4,b,no
1621,2,d,yes
1622,5,a,yes
1623,1,d,yes
1624,1,b,no
1625,1,d,yes
1626,1,c,no
1627,1,d,yes
1628,1,c,yes
1629,1,b,no
1630,1,c,no
1631,5,b,no
1632,5,b,yes
1633,1,c,yes
1634,5,c,yes
1635,4,d,yes
1636,1,d,yes
1637,1,a,yes
1638,1,d,yes
1639,1,d,no
1640,1,a,yes
1641,1,c,no
1642,1,c,no
1643,5,c,yes
1644,1,d,no
1645,1,b,yes
1646,5,c,yes
1647,3,a,yes
1648,1,d,no
1649,1,d,yes
1650,1,d,yes
1651,1,b,yes
1652,4,d,no
1653,4,c,yes
1654,1,d,yes
1655,1,d,no
1656,1,b,yes
1657,4,d,no
1658,1,d,yes
1659,4,b,no
1660,5,d,yes
1661,4,c,yes
1662,1,d,yes
1663,2,c,yes
1664,4,b,yes
1665,1,c,no
1666,1,c,yes
1667,1,d,no
1668,5,c,no
1669,1,a,no
1670,2,c,no
1671,1,b,yes
1672,4,c,no
1673,4,c,yes
1674,3,d,no
1675,1,b,yes
1676,1,c,yes
1677,5,d,yes
1678,1,d,no
1679,1,c,no
1680,2,c,yes
1681,3,d,no
1682,1,d,no
1683,5,a,no
1684,5,b,no
1685,1,c,yes
1686,5,a,yes
1687,5,c,yes
1688,1,d,yes
1689,4,c,yes
1690,1,d,yes
1691,1,b,no
1692,5,c,yes
1693,1,c,no
1694,1,d,yes
1695,4,d,no
1696,1,c,yes
1697,5,c,yes
1698,1,d,yes
1699,2,c,yes
1700,1,c,yes
1701,1,c,no
1702,1,a,yes
1703,1,c,yes
1704,4,d,yes
1705,5,a,yes
1706,3,b,yes
1707,1,d,yes
1708,1,b,yes
1709,5,d,yes
1710,1,d,yes
1711,1,c,yes
1712,1,c,yes
1713,1,d,yes
1714,1,c,yes
1715,4,d,yes
1716,5,d,no
1717,3,c,yes
1718,5,b,no
1719,1,a,yes
1720,2,d,yes
1721,4,a,no
1722,1,c,no
1723,4,c,yes
1724,1,c,yes
1725,3,d,yes
1726,5,c,yes
1727,1,c,yes
1728,1,a,no
1729,1,c,yes
1730,4,d,no
1731,4,d,yes
1732,1,c,yes
1733,1,d,no
1734,2,d,no
1735,1,b,yes
1736,5,d,no
1737,4,d,yes
1738,1,b,yes
1739,5,b,yes
1740,5,d,yes
1741,1,b,no
1742,1,d,no
1743,1,c,yes
1744,1,c,yes
1745,1,d,yes
1746,2,a,no
1747,1,d,yes
1748,1,d,yes
1749,3,d,yes
1750,4,b,no
1751,5,c,yes
1752,1,d,yes
1753,2,d,yes
1754,1,d,yes
1755,5,c,yes
1756,1,b,yes
1757,5,a,yes
1758,2,c,yes
1759,4,d,yes
1760,1,b,yes
1761,3,b,yes
1762,1,d,no
1763,4,c,no
1764,1,c,yes
1765,4,b,yes
1766,1,c,no
1767,5,c,no
1768,1,d,yes
1769,1,c,yes
1770,1,d,no
1771,5,c,no
1772,3,b,yes
1773,1,c,no
1774,1,d,no
1775,1,c,no
1776,1,a,no
1777,1,d,yes
1778,1,c,no
1779,1,d,no
1780,5,d,yes
1781,3,a,yes
1782,5,a,no
1783,5,c,yes
1784,1,d,no
1785,4,c,yes
1786,1,c,no
1787,1,c,yes
1788,1,c,yes
1789,4,a,yes
1790,3,d,yes
1791,1,d,yes
1792,5,b,yes
1793,1,c,no
1794,5,d,no
1795,4,d,yes
1796,1,d,yes
1797,2,d,no
1798,1,a,yes
1799,1,b,yes
1800,5,d,no
1801,5,d,no
1802,1,d,yes
1803,5,d,yes
1804,5,d,no
1805,4,d,yes
1806,5,a,yes
1807,1,b,yes
1808,4,d,no
1809,1,c,no
1810,1,d,no
1811,4,d,yes
1812,4,d,yes
1813,1,c,no
1814,1,b,no
1815,3,d,yes
1816,1,c,yes
1817,5,a,yes
1818,5,c,yes
1819,4,c,yes
1820,3,c,no
1821,1,d,no
1822,1,d,yes
1823,3,d,no
1824,3,a,yes
1825,1,b,no
1826,5,b,yes
1827,3,c,no
1828,1,b,no
1829,2,c,no
1830,1,a,yes
1831,4,c,yes
1832,5,d,no
1833,4,b,yes
1834,5,b,yes
1835,3,c,yes
1836,1,c,yes
1837,5,d,no
1838,5,d,yes
1839,4,b,yes
1840,3,a,yes
1841,1,d,yes
1842,3,d,no
1843,4,d,no
1844,1,c,yes
1845,1,a,yes
1846,1,d,yes
1847,5,b,yes
1848,5,d,yes
1849,1,d,no
1850,4,a,no
1851,3,c,yes
1852,1,a,no
1853,2,c,yes
1854,4,c,no
1855,1,b,yes
1856,1,d,yes
1857,1,c,no
1858,4,d,yes
1859,1,d,no
1860,1,c,no
1861,1,d,no
1862,1,c,yes
1863,1,d,no
1864,5,b,yes
1865,2,c,no
1866,3,b,yes
1867,5,c,yes
1868,1,c,yes
1869,1,d,yes
1870,4,c,yes
1871,2,c,yes
1872,5,a,no
1873,1,d,yes
1874,1,b,yes
1875,1,d,yes
1876,1,b,no
1877,1,c,no
1878,1,b,no
1879,1,b,yes
1880,3,c,yes
1881,3,b,yes
1882,5,a,no
1883,1,c,no
1884,5,d,yes
1885,5,c,yes
1886,1,b,yes
1887,5,d,yes
1888,5,a,no
1889,4,c,yes
1890,5,d,yes
1891,4,a,yes
1892,5,d,yes
1893,2,d,no
1894,5,b,no
1895,5,d,yes
1896,1,b,yes
1897,4,d,yes
1898,1,d,yes
1899,5,b,no
1900,1,b,yes
1901,1,d,yes
1902,4,d,yes
1903,4,b,yes
1904,1,b,yes
1905,1,a,no
1906,2,d,yes
1907,1,a,yes
1908,1,d,no
1909,5,d,yes
1910,1,b,yes
1911,1,b,no
1912,5,c,yes
1913,3,d,no
1914,4,c,yes
1915,3,c,yes
1916,4,b,yes
1917,5,d,yes
1918,5,b,no
1919,3,d,yes
1920,1,b,no
1921,2,d,yes
1922,5,a,yes
1923,1,c,yes
1924,1,d,yes
1925,5,d,yes
1926,5,b,yes
1927,1,d,no
1928,5,d,yes
1929,1,c,yes
1930,1,d,yes
1931,3,a,no
1932,1,d,yes
1933,2,c,no
1934,5,c,yes
1935,4,d,yes
1936,4,d,yes
1937,1,d,no
1938,4,a,yes
1939,5,b,yes
1940,1,a,yes
1941,1,c,yes
1942,5,b,yes
1943,4,c,yes
1944,1,d,no
1945,1,b,yes
1946,5,b,yes
1947,3,c,yes
1948,1,d,yes
1949,1,d,yes
1950,1,d,no
1951,1,b,yes
1952,5,b,yes
1953,3,d,yes
1954,5,d,yes
1955,1,d,no
1956,5,c,yes
1957,4,c,yes
1958,2,a,yes
1959,1,c,yes
1960,1,c,yes
1961,5,d,yes
1962,1,c,no
1963,1,d,no
1964,1,d,yes
1965,5,d,yes
1966,1,d,no
1967,5,c,yes
1968,3,a,yes
1969,5,d,yes
1970,1,d,yes
1971,1,c,yes
1972,1,d,yes
1973,3,c,no
1974,1,d,no
1975,1,c,yes
1976,1,b,yes
1977,1,c,yes
1978,1,c,no
1979,2,c,yes
1980,1,b,yes
1981,1,d,yes
1982,2,c,no
1983,5,b,yes
1984,5,d,no
1985,5,c,yes
1986,2,d,no
1987,1,b,no
1988,5,d,no
1989,1,b,yes
1990,5,c,yes
1991,1,c,no
1992,1,d,no
1993,1,d,no
1994,3,d,no
1995,5,d,yes
1996,3,d,no
1997,1,c,no
1998,1,d,yes
1999,4,d,yes
2000,1,c,no
2001,1,c,no
2002,5,b,yes
2003,1,c,yes
2004,5,c,no
2005,3,b,yes
2006,1,a,yes
2007,1,b,yes
2008,1,b,yes
2009,1,c,no
2010,2,c,no
2011,5,c,yes
2012,5,c,no
2013,4,d,yes
2014,3,a,yes
2015,4,c,no
2016,1,a,yes
2017,3,b,yes
2018,5,d,yes
2019,1,a,yes
2020,5,a,yes
2021,3,b,yes
2022,1,c,yes
2023,1,d,yes
2024,1,b,yes
2025,1,c,yes
2026,1,b,no
2027,4,c,no
2028,1,b,no
2029,1,a,no
2030,4,b,no
2031,1,d,no
2032,1,c,yes
2033,1,d,yes
2034,5,c,yes
2035,1,c,no
2036,5,d,no
2037,1,a,no
2038,2,d,yes
2039,1,d,no
2040,4,c,no
2041,5,b,no
2042,1,b,no
2043,1,b,yes
2044,1,c,yes
2045,5,d,yes
2046,1,a,yes
2047,5,a,yes
2048,5,c,yes
2049,1,b,yes
2050,5,a,yes
2051,4,a,yes
2052,3,b,yes
2053,5,d,yes
2054,4,d,yes
2055,1,a,yes
2056,1,b,yes
2057,5,a,no
2058,5,b,no
2059,4,c,yes
2060,4,c,yes
2061,1,c,yes
2062,3,c,no
2063,5,c,yes
2064,3,c,no
2065,1,c,no
2066,5,c,yes
2067,5,d,no
2068,5,d,yes
2069,5,d,yes
2070,1,c,yes
2071,5,d,yes
2072,1,b,yes
2073,5,a,yes
2074,1,c,yes
2075,5,d,yes
2076,1,c,no
2077,3,b,yes
2078,5,d,yes
2079,5,c,no
2080,3,a,no
2081,1,d,yes
2082,5,d,yes
2083,1,d,yes
2084,1,d,yes
2085,1,c,yes
2086,1,c,yes
2087,1,a,yes
2088,1,b,yes
2089,4,a,yes
2090,5,c,no
2091,3,c,no
2092,4,b,yes
2093,1,b,yes
2094,4,b,yes
2095,1,b,yes
2096,5,c,yes
2097,5,b,no
2098,4,d,yes
2099,5,d,no
2100,5,d,no
2101,5,d,yes
2102,4,b,no
2103,5,c,yes
2104,1,c,no
2105,1,c,no
2106,1,c,yes
2107,1,d,yes
2108,1,d,yes
2109,1,d,no
2110,4,b,no
2111,1,c,yes
2112,1,c,yes
2113,5,d,no
2114,4,a,no
2115,1,a,no
2116,4,b,no
2117,3,c,yes
2118,4,d,yes
2119,1,a,yes
2120,1,c,yes
2121,1,d,yes
2122,1,c,no
2123,1,d,yes
2124,1,a,yes
2125,1,b,no
2126,1,d,yes
2127,5,d,yes
2128,1,d,no
2129,4,b,yes
2130,2,c,no
2131,5,d,yes
2132,5,d,yes
2133,1,b,yes
2134,1,b,yes
2135,1,b,no
2136,1,d,yes
2137,1,c,yes
2138,5,c,yes
2139,3,b,no
2140,1,d,yes
2141,5,d,yes
2142,2,c,yes
2143,1,d,yes
2144,5,b,yes
2145,4,c,yes
2146,4,a,yes
2147,1,a,no
2148,2,b,yes
2149,4,c,yes
2150,1,b,yes
2151,2,c,yes
2152,5,b,yes
2153,4,d,yes
2154,1,c,yes
2155,1,d,yes
2156,1,d,no
2157,3,b,yes
2158,1,c,no
2159,1,b,yes
2160,1,c,yes
2161,4,b,no
2162,1,d,no
2163,1,b,yes
2164,3,a,yes
2165,3,d,no
2166,3,d,yes
2167,1,b,yes
2168,2,c,yes
2169,3,c,no
2170,5,c,yes
2171,1,d,no
2172,1,a,no
2173,2,b,no
2174,5,b,yes
2175,1,d,no
2176,2,d,no
2177,1,a,yes
2178,3,c,yes
2179,1,d,no
2180,5,d,yes
2181,4,d,no
2182,1,b,yes
2183,3,d,yes
2184,4,d,yes
2185,1,c,yes
2186,1,a,no
2187,4,d,no
2188,1,c,yes
2189,3,b,no
2190,5,c,yes
2191,1,c,no
2192,4,b,yes
2193,4,d,yes
2194,3,d,no
2195,4,a,yes
2196,5,d,yes
2197,5,d,yes
2198,2,d,yes
2199,1,d,no
2200,4,d,no
2201,5,b,yes
2202,1,d,yes
2203,1,b,yes
2204,4,a,yes
2205,1,b,yes
2206,5,b,yes
2207,4,c,yes
2208,1,d,yes
2209,1,d,yes
2210,1,b,yes
2211,4,d,no
2212,2,c,no
2213,5,d,yes
2214,5,d,yes
2215,1,d,yes
2216,1,c,yes
2217,1,d,yes
2218,1,b,no
2219,1,c,yes
2220,1,d,yes
2221,1,d,no
2222,5,c,yes
2223,1,b,no
2224,1,b,yes
2225,5,c,yes
2226,1,c,yes
2227,1,c,yes
2228,2,d,no
2229,2,d,yes
2230,1,d,yes
2231,1,b,yes
2232,4,b,yes
2233,5,a,yes
2234,5,a,yes
2235,1,c,yes
2236,1,d,yes
2237,5,c,yes
2238,5,b,yes
2239,1,c,yes
2240,3,d,yes
2241,5,a,yes
2242,3,d,no
2243,1,b,yes
2244,4,c,no
2245,1,d,yes
2246,5,d,yes
2247,1,a,no
2248,4,c,no
2249,5,b,yes
2250,5,c,yes
2251,4,d,yes
2252,1,d,no
2253,1,d,no
2254,1,d,no
2255,3,b,yes
2256,5,d,yes
2257,5,a,yes
2258,1,d,yes
2259,5,b,yes
2260,4,c,no
2261,4,c,yes
2262,1,a,no
2263,4,d,no
2264,5,d,no
2265,1,d,yes
2266,5,c,yes
2267,1,d,no
2268,5,b,yes
2269,1,d,yes
2270,4,c,yes
2271,3,d,yes
2272,1,d,yes
2273,1,b,yes
2274,4,b,yes
2275,4,d,yes
2276,1,d,no
2277,1,d,no
2278,3,c,no
2279,1,d,yes
2280,4,d,yes
2281,1,c,no
2282,4,d,no
2283,4,d,yes
2284,5,b,no
2285,1,d,yes
2286,5,c,yes
2287,1,b,yes
2288,1,d,no
2289,4,d,yes
2290,4,d,yes
2291,4,d,yes
2292,5,a,no
2293,1,a,no
2294,5,d,yes
2295,1,d,no
2296,5,d,no
2297,5,d,yes
2298,5,c,yes
2299,1,c,yes
2300,5,d,no
2301,1,d,yes
2302,5,a,no
2303,1,b,no
2304,5,d,yes
2305,1,c,no
2306,4,d,yes
2307,2,c,yes
2308,5,d,yes
2309,1,b,no
2310,2,b,no
2311,2,d,no
2312,1,c,yes
2313,1,d,yes
2314,1,c,yes
2315,5,d,no
2316,4,c,no
2317,1,d,yes
2318,5,d,yes
2319,1,c,no
2320,1,c,no
2321,1,d,yes
2322,1,c,yes
2323,1,c,yes
2324,3,d,no
2325,5,c,no
2326,2,d,yes
2327,5,d,yes
2328,4,b,yes
2329,1,a,no
2330,1,a,yes
2331,1,b,no
2332,2,d,no
2333,1,c,yes
2334,1,d,yes
2335,1,c,yes
2336,1,b,yes
2337,1,b,no
2338,1,a,yes
2339,1,c,yes
2340,4,d,no
2341,1,d,yes
2342,4,c,yes
2343,1,d,yes
2344,1,c,yes
2345,4,c,yes
2346,1,d,no
2347,5,d,no
2348,1,b,yes
2349,1,c,yes
2350,1,c,no
2351,1,c,yes
2352,1,c,no
2353,5,d,yes
2354,2,c,yes
2355,4,b,no
2356,1,a,no
2357,1,a,yes
2358,2,d,yes
2359,5,d,yes
2360,4,c,yes
2361,5,a,yes
2362,1,d,yes
2363,1,b,yes
2364,4,b,yes
2365,5,d,yes
2366,3,b,yes
2367,4,d,no
2368,5,c,yes
2369,5,d,yes
2370,1,b,yes
2371,1,b,yes
2372,3,b,yes
2373,1,d,no
2374,1,b,yes
2375,1,c,no
2376,1,d,yes
2377,1,d,yes
2378,1,d,yes
2379,4,d,no
2380,4,d,no
2381,5,d,no
2382,1,d,no
2383,3,c,yes
2384,1,b,yes
2385,1,b,yes
2386,5,c,yes
2387,4,d,yes
2388,1,d,yes
2389,1,c,yes
2390,1,d,yes
2391,4,d,yes
2392,3,b,yes
2393,3,b,yes
2394,5,b,yes
2395,1,c,yes
2396,1,d,yes
2397,1,d,yes
2398,4,b,yes
2399,1,c,yes
2400,1,b,yes
2401,3,d,no
2402,1,d,no
2403,1,c,yes
2404,3,c,yes
2405,1,d,yes
2406,1,c,yes
2407,4,c,no
2408,1,d,yes
2409,1,c,yes
2410,1,c,yes
2411,4,d,yes
2412,2,c,yes
2413,4,d,yes
2414,3,d,no
2415,1,b,yes
2416,1,c,yes
2417,1,b,yes
2418,2,d,no
2419,3,a,no
2420,1,c,yes
2421,3,c,yes
2422,1,a,yes
2423,4,b,yes
2424,1,d,no
2425,1,d,no
2426,1,c,no
2427,4,d,no
2428,2,c,yes
2429,2,c,yes
2430,5,c,yes
2431,1,c,yes
2432,5,c,yes
2433,5,c,no
2434,3,d,yes
2435,4,d,no
2436,1,b,yes
2437,1,b,yes
2438,5,d,no
2439,1,d,no
2440,5,c,no
2441,1,c,no
2442,3,b,yes
2443,5,b,yes
2444,1,d,no
2445,1,b,yes
2446,3,c,yes
2447,2,d,yes
2448,5,b,yes
2449,1,c,no
2450,5,c,yes
2451,5,c,yes
2452,1,c,yes
2453,4,d,yes
2454,1,d,yes
2455,2,c,yes
2456,5,c,yes
2457,1,d,yes
2458,1,b,no
2459,1,b,yes
2460,5,d,yes
2461,1,a,yes
2462,1,b,yes
2463,5,d,yes
2464,1,c,no
2465,3,d,yes
2466,5,b,yes
2467,1,c,yes
2468,1,d,yes
2469,5,c,yes
2470,1,b,yes
2471,1,d,yes
2472,5,b,no
2473,5,d,yes
2474,1,b,yes
2475,1,b,yes
2476,1,b,no
2477,2,a,no
2478,3,d,no
2479,3,d,yes
2480,1,d,yes
2481,5,d,yes
2482,1,b,no
2483,5,b,yes
2484,4,d,yes
2485,5,d,no
2486,1,c,no
2487,5,d,no
2488,5,c,yes
2489,1,c,no
2490,5,d,yes
2491,1,d,yes
2492,1,c,yes
2493,1,c,yes
2494,1,d,no
2495,4,d,yes
2496,5,d,yes
2497,1,c,yes
2498,1,b,yes
2499,4,c,no
2500,4,a,yes
2501,5,a,no
2502,1,d,yes
2503,1,d,no
2504,3,c,yes
2505,3,d,yes
2506,5,d,yes
2507,4,d,yes
2508,2,c,no
2509,1,d,yes
2510,1,c,no
2511,5,b,no
2512,1,c,yes
2513,5,a,no
2514,2,d,yes
2515,1,c,yes
2516,1,d,yes
2517,3,d,no
2518,1,a,no
2519,2,a,yes
2520,1,b,yes
2521,2,a,no
2522,1,c,yes
2523,1,c,no
2524,1,c,yes
2525,1,a,yes
2526,1,c,yes
2527,1,d,yes
2528,4,c,yes
2529,1,c,yes
2530,2,a,no
2531,3,d,yes
2532,4,d,yes
2533,5,c,yes
2534,1,d,no
2535,1,d,yes
2536,1,c,yes
2537,1,d,yes
2538,1,d,yes
2539,1,d,no
2540,1,c,yes
2541,3,b,yes
2542,1,d,no
2543,1,d,no
2544,2,a,yes
2545,3,b,no
2546,1,d,yes
2547,5,d,yes
2548,5,c,yes
2549,1,d,yes
2550,4,b,yes
2551,2,d,yes
2552,1,d,yes
2553,4,d,no
2554,1,c,yes
2555,3,d,yes
2556,1,a,yes
2557,1,d,yes
2558,4,d,no
2559,3,d,yes
2560,1,c,yes
2561,5,d,no
2562,1,d,yes
2563,2,d,yes
2564,4,b,no
2565,5,a,yes
2566,3,d,no
2567,5,b,yes
2568,1,c,no
2569,4,b,yes
2570,1,d,yes
2571,1,b,yes
2572,1,b,yes
2573,4,d,yes
2574,3,c,yes
2575,1,d,yes
2576,5,c,no
2577,1,c,no
2578,5,d,yes
2579,1,b,no
2580,4,a,yes
2581,1,d,no
2582,3,b,yes
2583,1,c,no
2584,1,d,yes
2585,4,d,no
2586,2,d,yes
2587,5,d,yes
2588,1,b,yes
2589,3,b,no
2590,5,b,yes
2591,1,a,yes
2592,5,d,yes
2593,1,d,yes
2594,5,d,yes
2595,3,d,yes
2596,4,b,no
2597,2,d,no
2598,5,c,yes
2599,3,a,no
2600,4,b,yes
2601,1,b,no
2602,2,c,no
2603,5,c,yes
2604,1,c,yes
2605,1,d,no
2606,5,b,no
2607,5,c,yes
2608,1,c,yes
2609,1,c,no
2610,1,c,yes
2611,5,b,no
2612,1,c,yes
2613,1,b,no
2614,2,c,no
2615,1,a,yes
2616,1,d,yes
2617,5,d,yes
2618,4,b,yes
2619,4,d,yes
2620,5,c,yes
2621,5,a,yes
2622,1,a,yes
2623,1,d,yes
2624,1,b,no
2625,5,d,no
2626,4,c,no
2627,1,d,yes
2628,1,b,yes
2629,1,c,yes
2630,4,b,yes
2631,4,a,no
2632,3,a,no
2633,4,d,no
2634,1,c,yes
2635,1,a,yes
2636,1,c,no
2637,5,a,yes
2638,3,d,yes
2639,5,c,yes
2640,1,d,no
2641,5,a,yes
2642,1,c,yes
2643,5,c,no
2644,1,a,no
2645,5,b,yes
2646,1,c,no
2647,1,b,yes
2648,1,d,yes
2649,5,a,no
2650,1,d,yes
2651,4,c,yes
2652,5,b,yes
2653,2,d,no
2654,4,b,yes
2655,1,c,yes
2656,1,c,no
2657,3,d,yes
2658,1,a,yes
2659,1,c,yes
2660,1,c,yes
2661,4,c,yes
2662,4,a,yes
2663,4,d,yes
2664,1,b,yes
2665,1,d,no
2666,1,d,no
2667,1,a,yes
2668,1,a,yes
2669,1,b,yes
2670,1,d,yes
2671,3,c,no
2672,4,b,yes
2673,4,d,yes
2674,1,c,yes
2675,1,a,yes
2676,1,a,yes
2677,3,b,yes
2678,3,d,yes
2679,4,c,yes
2680,1,d,yes
2681,1,d,yes
2682,1,c,yes
2683,1,c,no
2684,1,c,yes
2685,1,c,no
2686,1,c,yes
2687,4,b,yes
2688,5,d,yes
2689,3,a,yes
2690,1,d,yes
2691,4,c,yes
2692,5,c,yes
2693,5,d,yes
2694,4,a,yes
2695,5,d,yes
2696,3,b,yes
2697,1,d,yes
2698,1,c,yes
2699,1,b,no
2700,4,b,yes
2701,3,c,yes
2702,4,d,no
2703,1,d,yes
2704,5,b,yes
2705,4,d,yes
2706,4,d,no
2707,5,d,yes
2708,1,d,no
2709,3,a,no
2710,1,d,yes
2711,1,d,no
2712,1,a,no
2713,1,d,yes
2714,1,d,no
2715,3,b,no
2716,1,d,yes
2717,1,a,no
2718,1,a,yes
2719,1,d,no
2720,5,c,yes
2721,1,c,no
2722,1,d,no
2723,1,a,no
2724,4,c,no
2725,5,d,no
2726,3,d,yes
2727,1,d,yes
2728,5,b,no
2729,4,b,yes
2730,4,b,no
2731,3,c,no
2732,5,d,yes
2733,1,a,no
2734,5,b,yes
2735,3,d,no
2736,5,c,no
2737,4,b,yes
2738,1,c,no
2739,4,d,yes
2740,5,d,yes
2741,3,c,yes
2742,5,c,yes
2743,1,c,yes
2744,5,c,yes
2745,3,d,yes
2746,1,b,yes
2747,1,c,yes
2748,1,b,yes
2749,1,b,yes
2750,4,b,yes
2751,1,c,no
2752,5,d,yes
2753,2,c,yes
2754,1,c,yes
2755,2,b,no
2756,1,a,no
2757,5,d,no
2758,2,d,no
2759,1,a,no
2760,5,c,yes
2761,5,c,yes
2762,1,d,yes
2763,5,d,no
2764,1,d,no
2765,5,a,yes
2766,5,a,yes
2767,1,d,yes
2768,1,d,yes
2769,5,d,yes
2770,1,c,yes
2771,5,c,yes
2772,2,b,yes
2773,5,c,no
2774,4,d,yes
2775,1,d,no
2776,1,d,no
2777,1,d,yes
2778,5,c,yes
2779,3,c,no
2780,1,c,no
2781,1,d,yes
2782,4,d,yes
2783,5,c,yes
2784,1,c,yes
2785,1,d,no
2786,1,d,no
2787,1,d,yes
2788,1,d,no
2789,5,c,yes
2790,1,c,no
2791,4,b,yes
2792,5,b,no
2793,1,b,yes
2794,1,d,yes
2795,1,d,yes
2796,5,c,yes
2797,1,c,yes
2798,4,b,yes
2799,4,b,yes
2800,5,c,yes
2801,5,b,yes
2802,2,b,yes
2803,3,c,no
2804,2,b,yes
2805,1,a,yes
2806,1,d,no
2807,1,d,yes
2808,1,c,yes
2809,1,b,yes
2810,1,c,yes
2811,5,b,no
2812,1,d,no
2813,1,d,yes
2814,1,d,yes
2815,1,c,yes
2816,1,d,yes
2817,5,d,yes
2818,5,c,no
2819,4,b,yes
2820,1,b,no
2821,1,a,yes
2822,1,c,yes
2823,4,a,yes
2824,1,d,yes
2825,2,d,yes
2826,4,b,no
2827,4,d,yes
2828,1,d,yes
2829,4,d,yes
2830,1,a,yes
2831,1,d,yes
2832,5,b,yes
2833,1,c,no
2834,1,d,no
2835,5,c,yes
2836,5,d,yes
2837,5,b,yes
2838,5,c,yes
2839,1,d,yes
2840,1,c,no
2841,1,d,no
2842,5,a,yes
2843,1,b,yes
2844,1,c,no
2845,3,a,yes
2846,1,b,no
2847,4,d,yes
2848,4,b,yes
2849,3,c,yes
2850,1,d,yes
2851,4,d,yes
2852,1,d,yes
2853,1,a,yes
2854,5,b,yes
2855,1,d,yes
2856,1,a,yes
2857,1,d,no
2858,2,c,no
2859,5,c,no
2860,1,b,yes
2861,5,c,yes
2862,5,a,yes
2863,1,b,no
2864,4,d,no
2865,4,d,no
2866,5,d,yes
2867,5,c,yes
2868,1,a,yes
2869,5,c,no
2870,1,c,no
2871,3,a,yes
2872,4,b,no
2873,5,d,yes
2874,1,c,yes
2875,4,a,yes
2876,1,d,no
2877,1,d,yes
2878,5,d,yes
2879,3,a,yes
2880,4,b,yes
2881,3,b,no
2882,3,d,no
2883,1,a,no
2884,5,b,no
2885,4,b,no
2886,4,b,yes
2887,1,c,yes
2888,5,c,yes
2889,1,c,no
2890,4,c,yes
2891,5,c,no
2892,1,d,yes
2893,4,a,no
2894,3,d,no
2895,1,d,yes
2896,1,a,yes
2897,1,d,yes
2898,1,c,yes
2899,1,d,yes
2900,1,b,yes
2901,1,d,no
2902,5,c,yes
2903,1,a,yes
2904,5,c,yes
2905,2,c,yes
2906,1,b,yes
2907,4,c,no
2908,1,d,yes
2909,1,a,no
2910,1,c,yes
2911,4,c,yes
2912,2,b,yes
2913,1,a,no
2914,4,b,yes
2915,5,d,no
2916,5,d,yes
2917,1,a,yes
2918,1,d,no
2919,1,d,yes
2920,1,d,no
2921,1,d,yes
2922,1,b,no
2923,1,c,yes
2924,4,d,yes
2925,5,c,yes
2926,1,c,no
2927,4,c,yes
2928,3,d,yes
2929,3,b,yes
2930,5,b,no
2931,1,c,no
2932,1,a,yes
2933,2,c,yes
2934,1,d,no
2935,5,d,yes
2936,1,a,yes
2937,1,d,yes
2938,1,d,no
2939,1,d,yes
2940,5,c,yes
2941,1,d,yes
2942,5,c,yes
2943,1,d,yes
2944,1,c,no
2945,1,c,yes
2946,5,d,yes
2947,5,b,no
2948,1,a,yes
2949,5,d,yes
2950,5,b,yes
2951,1,d,yes
2952,5,d,no
2953,5,d,no
2954,1,c,yes
2955,1,a,yes
2956,2,c,yes
2957,1,a,yes
2958,4,a,yes
2959,5,d,yes
2960,5,a,yes
2961,1,c,yes
2962,5,b,yes
2963,1,d,no
2964,1,d,yes
2965,3,d,yes
2966,1,d,yes
2967,1,c,yes
2968,2,c,yes
2969,5,b,yes
2970,4,d,yes
2971,1,d,no
2972,4,c,no
2973,5,b,no
2974,5,d,yes
2975,4,c,yes
2976,4,d,yes
2977,3,b,no
2978,1,c,yes
2979,1,c,yes
2980,1,b,yes
2981,3,b,yes
2982,5,a,yes
2983,1,b,yes
2984,2,d,yes
2985,4,d,no
2986,4,d,no
2987,1,a,yes
2988,5,b,yes
2989,4,d,yes
2990,5,d,no
2991,1,b,yes
2992,3,c,yes
